OBJECTID,Name,Baujahr,Gesamtleistung (MW),Anzahl,Typ (WKA),Ort,Landkreis,Breitengrad,Längengrad,Projektierer / Betreiber,Bemerkungen,x,y
4760,Windpark Kandelin-Poggendorf,2023,,,Enercon E-147 EP5 E2 (1×),,,54.0497,13.1419,,,1462949.6161,7179574.5036
4761,Windpark Kankel,2013,8.05,3,Wind to Energy W2E-120/3fc (2×),Dolgen am See,LRO,53.9578,12.2214,"Kloss New Energy, wp ingenieurbau, W2E WP Kankel","Windtestfeld zum Testen der Prototypen des Herstellers Wind to Energy (nachfolgendes Unternehmen von Fuhrländer, auf dessen Technologie die Anlagen basieren)",1360480.0248,7162168.1667
4762,Windpark Kankel,2014,,,Wind to Energy W2E-100/2.0 (1×),Dummerstorf,,53.9578,12.2214,,,1360480.0248,7162168.1667
4763,Windpark Karlsburg,1996,25.5,19,Nordtank NTK 500/41 (3×),Karlsburg,VG,53.9886,13.6097,"WIND-projekt, Renertec",Repowering geplant (4× Nordex N149/5700 statt 1× REpower MD70 und 7× REpower MD77) sowie Erweiterung (4× Nordex N163/5700),1515024.8738,7167997.566
4764,Windpark Karlsburg,2001,,,REpower MD70 (6×),Lühmannsdorf,,53.9886,13.6097,,,1515024.8738,7167997.566
4765,Windpark Karlsburg,2003,,,REpower MD77 (10×),,,53.9886,13.6097,,,1515024.8738,7167997.566
4766,Windpark Kassow-Oettelin-Mistorf-Groß Schwiesow,2001,68.45,29,AN Bonus 2000/76 (11×),Kassow,LRO,53.8608,12.1011,"wpd, Enertrag","Veranstaltungsort seit 2015 des Rockfestivals """"Rock am Wind""""",1347088.29,7143837.434
4767,Windpark Kassow-Oettelin-Mistorf-Groß Schwiesow,2003,,,Enercon E-66/18.70 (1×),Mistorf,,53.8608,12.1011,,Erweiterung in Bau,1347088.29,7143837.434
4768,Windpark Kassow-Oettelin-Mistorf-Groß Schwiesow,2004,,,Enercon E-70 (2×),Groß Schwiesow,,53.8608,12.1011,,Repowering geplant (6× GE Wind Energy 5.5-158 statt 5× AN Bonus 2000/76),1347088.29,7143837.434
4769,Windpark Kassow-Oettelin-Mistorf-Groß Schwiesow,2014,,,Enercon E-82 E2 (3×),Zepelin,,53.8608,12.1011,,,1347088.29,7143837.434
4770,Windpark Kassow-Oettelin-Mistorf-Groß Schwiesow,2016,,,Enercon E-101 (1×),,,53.8608,12.1011,,,1347088.29,7143837.434
4771,Windpark Kassow-Oettelin-Mistorf-Groß Schwiesow,2022,,,Nordex N100/2500 (10×),,,53.8608,12.1011,,,1347088.29,7143837.434
4772,Windpark Kassow-Oettelin-Mistorf-Groß Schwiesow,,,,Nordex N149/5700 (1×),,,53.8608,12.1011,,,1347088.29,7143837.434
4773,Windpark Kavelstorf,2001,10.2,8,Nordex N54/1000 (2×),Dummerstorf,LRO,54.0178,12.1722,"DK WP Kavelstorf, Northland Power",Errichtet an der A 20,1355003.1058,7173528.1219
4774,Windpark Kavelstorf,2005,,,Nordex N60/1300 (4×),,,54.0178,12.1722,,,1355003.1058,7173528.1219
4775,Windpark Kavelstorf,,,,REpower MD77 (2×),,,54.0178,12.1722,,,1355003.1058,7173528.1219
4776,Windpark Kirch Mulsow,2010,27.75,8,eno energy eno 82 2.0 (1×),Carinerland,LRO,53.9722,11.6914,e.n.o. energy,Prototyp der eno energy eno 92 2.2 und Prototyp der Enercon E-126 EP3 3.5,1301480.6947,7164893.0638
4777,Windpark Kirch Mulsow,2018,,,eno energy eno 92 2.2 (1×),Kirch Mulsow,,53.9722,11.6914,,,1301480.6947,7164893.0638
4778,Windpark Kirch Mulsow,2020,,,Enercon E-126 EP3 4.0 (1×),,,53.9722,11.6914,,,1301480.6947,7164893.0638
4779,Windpark Kirch Mulsow,,,,Enercon E-141 EP4 (1×),,,53.9722,11.6914,,,1301480.6947,7164893.0638
4780,Windpark Kirch Mulsow,,,,eno energy 126 3.5MW (3×),,,53.9722,11.6914,,,1301480.6947,7164893.0638
4781,Windpark Kirch Mulsow,,,,eno energy 126 4.8MW (1×),,,53.9722,11.6914,,,1301480.6947,7164893.0638
4782,Windpark Kirchdorf,1993,2,4,Vestas V39-500kW (4×),Kirchdorf,VR,54.1897,13.2736,,,1477610.393,7206165.3791
4783,Windpark Kladrum,1998,100.5,61,Tacke TW 600e (18×),Friedrichsruhe,LUP,53.5394,11.8056,"Germania Windpark, Ventotec, Naturwind, Thüga ee, wpd, BayWa r.e., e.n.o. energy",Repowering geplant,1314193.3805,7083402.3095
4784,Windpark Kladrum,1999,,,Vestas V66-1.65MW (5×),Grebbin,,53.5394,11.8056,,,1314193.3805,7083402.3095
4785,Windpark Kladrum,2001,,,Enron Wind 1.5s (2×),Zölkow,,53.5394,11.8056,,,1314193.3805,7083402.3095
4786,Windpark Kladrum,2006,,,Enercon E-70 (20×),,,53.5394,11.8056,,,1314193.3805,7083402.3095
4787,Windpark Kladrum,2011,,,Enercon E-70 E4 (8×),,,53.5394,11.8056,,,1314193.3805,7083402.3095
4788,Windpark Kladrum,2013,,,Vestas V72-1.5MW (1×),,,53.5394,11.8056,,,1314193.3805,7083402.3095
4789,Windpark Kladrum,2014,,,eno energy eno 82 2.0 (1×),,,53.5394,11.8056,,,1314193.3805,7083402.3095
4790,Windpark Kladrum,2016,,,eno energy eno 92 2.2 (3×),,,53.5394,11.8056,,,1314193.3805,7083402.3095
4791,Windpark Kladrum,2021,,,Nordex N131/3300 (3×),,,53.5394,11.8056,,,1314193.3805,7083402.3095
4792,Windpark Klein Bünzow,1998,32.3,17,Enercon E-66/15.66 (7×),Klein Bünzow,VG,53.9092,13.6389,WPB WP Klein Bünzow,,1518275.403,7152978.5812
4793,Windpark Klein Bünzow,2004,,,Enercon E-66/20.70 (1×),,,53.9092,13.6389,,,1518275.403,7152978.5812
4794,Windpark Klein Bünzow,2008,,,Enercon E-70 E4 (6×),,,53.9092,13.6389,,,1518275.403,7152978.5812
4795,Windpark Klein Bünzow,2009,,,Vestas V80-2.0MW (2×),,,53.9092,13.6389,,,1518275.403,7152978.5812
4796,Windpark Klein Bünzow,,,,Vestas V90-2.0MW (1×),,,53.9092,13.6389,,,1518275.403,7152978.5812
4797,Windpark Klein Toitin,1996,2.4,4,Tacke TW 600 (4×),Jarmen,VG,53.9042,13.3686,WP Klein Toitin,,1488185.7446,7152033.7574
4798,Windpark Klein Welzin,1997,3,5,Vestas V44-600kW (5×),Gottesgabe,NWM,53.9042,13.3686,"EBV WP Klein Welzin, Calliston",2021 abgebaut,1488185.7446,7152033.7574
4799,Windpark Kletzin-Siedenbrüzow,1998,34.4,13,Enercon E-53 (1×),Kletzin,MSE,53.9081,13.1503,"Calliston, Bürgerwindpark Quitzerow, Siedenbrünzower Windkraft",Repowering 2014 (5× Vestas V112-3.0MW statt 11× Vestas V44-600kW),1463884.6998,7152770.7103
4800,Windpark Kletzin-Siedenbrüzow,2001,,,Vestas V90-2.0MW (3×),Siedenbrünzow,,53.9081,13.1503,,Repowering 2017 (2× Vestas V112-3.3MW und 2× Vestas V112-3.0MW statt 4× Vestas V44-600kW),1463884.6998,7152770.7103
4801,Windpark Kletzin-Siedenbrüzow,2006,,,Vestas V112-3.0MW (7×),,,53.9081,13.1503,,drittes Repowering im Gange (6× Enercon E-103 EP2 und 2× Enercon E-115 EP3 E3 4.2 statt 9× Enercon E-66/15.66 und 1× Enercon E-66/18.70),1463884.6998,7152770.7103
4802,Windpark Kletzin-Siedenbrüzow,2015,,,Vestas V112-3.3MW (2×),,,53.9081,13.1503,,,1463884.6998,7152770.7103
4803,Windpark Kletzin-Siedenbrüzow,2016,,,,,,53.9081,13.1503,,,1463884.6998,7152770.7103
4804,Windpark Kletzin-Siedenbrüzow,2017,,,,,,53.9081,13.1503,,,1463884.6998,7152770.7103
4805,Windpark Kletzin-Siedenbrüzow,2022-2023,,,,,,53.9081,13.1503,,,1463884.6998,7152770.7103
4806,Windpark Kloster Wulfshagen,2005,20.6,10,Enercon E-70 (8×),Marlow,VR,54.1719,12.4561,WIND-projekt,,1386606.7093,7202779.5498
4807,Windpark Kloster Wulfshagen,2009,,,Enercon E-70 E4 (2×),,,54.1719,12.4561,,,1386606.7093,7202779.5498
4808,Windpark Kluis-Silenz,1999,6,10,AN Bonus 600/44 (10×),Kluis,VR,54.4733,13.3017,WP Kluis-Silenz,,1480738.4707,7260308.1578
4809,Windpark Krackow,1999,2.5,5,Enercon E-40/5.40 (5×),Krackow,VG,53.3214,14.2583,IFE Eriksen,,1587226.6956,7042670.9158
4810,Windpark Krackow,2002,,,,,,53.3214,14.2583,,,1587226.6956,7042670.9158
4811,Windpark Krackow-Glasow,2013,48,16,Prokon P3000 (1×),Krackow,VG,53.3636,14.1897,wpd,Prototyp der Prokon P3000,1579590.1785,7050539.3328
4812,Windpark Krackow-Glasow,2015,,,Vestas V112-3.0MW (15×),Glasow,,53.3636,14.1897,,,1579590.1785,7050539.3328
4813,Windpark Kramerhof,1995,1.5,3,Enercon E-40/5.40 (3×),Kramerhof,VR,54.3519,13.0369,WP Kramerhof,,1451261.0695,7237085.6566
4814,Windpark Krempin (Windpark Carinerland Ost),1999,18.8,8,Enercon E-82 E4 (8×),Carinerland,LRO,54.0006,11.7206,WIND-projekt,Repowering 2019-2020 (8× Enercon E-82 E4 statt 8× AN Bonus 1300/62),1304731.2238,7170269.9276
4815,Windpark Krempin (Windpark Carinerland Ost),2019-2020,,,,,,54.0006,11.7206,,,1304731.2238,7170269.9276
4816,Windpark Krempin-Panzow (Windpark Carinerland West),1999,41.4,16,AN Bonus 1300/62 (4×),Carinerland,LRO,54.0031,11.6853,WIND-projekt,"Prototypen der Nordex S82, Nordex N100/2500 und Nordex N133/4800",1300801.6458,7170743.4188
4817,Windpark Krempin-Panzow (Windpark Carinerland West),2010,,,Nordex S82 (1×),Neubukow,,54.0031,11.6853,,eine Nordex N100/2500 trägt auf der Gondel das Vereinsemblem von FC Hansa Rostock,1300801.6458,7170743.4188
4818,Windpark Krempin-Panzow (Windpark Carinerland West),2012,,,Nordex N100/2500 (2×),,,54.0031,11.6853,,,1300801.6458,7170743.4188
4819,Windpark Krempin-Panzow (Windpark Carinerland West),2013,,,Enercon E-70 E4 (2×),,,54.0031,11.6853,,,1300801.6458,7170743.4188
4820,Windpark Krempin-Panzow (Windpark Carinerland West),2016,,,Enercon E-126 EP8 (1×),,,54.0031,11.6853,,,1300801.6458,7170743.4188
4821,Windpark Krempin-Panzow (Windpark Carinerland West),2017,,,eno energy eno 114 3.5 (1×),,,54.0031,11.6853,,,1300801.6458,7170743.4188
4822,Windpark Krempin-Panzow (Windpark Carinerland West),2018,,,Enercon E-82 E2 (2×),,,54.0031,11.6853,,,1300801.6458,7170743.4188
4823,Windpark Krempin-Panzow (Windpark Carinerland West),2019,,,Enercon E-92 (2×),,,54.0031,11.6853,,,1300801.6458,7170743.4188
4824,Windpark Krempin-Panzow (Windpark Carinerland West),,,,Nordex N133/4800 (1×),,,54.0031,11.6853,,,1300801.6458,7170743.4188
4825,Windpark Kröpelin,2002,8.4,9,Nordex N54/1000 (6×),Kröpelin,LRO,54.0697,11.7678,"DK WP Kröpelin, Plan 8",,1309985.5038,7183367.7064
4826,Windpark Kröpelin,2009,,,Enercon E-48 (3×),,,54.0697,11.7678,,,1309985.5038,7183367.7064
4827,Windpark Kublank-Groß Miltzow,2012,43.65,18,Enercon E-82 E2 (15×),Kublank,MSE,53.5514,13.5403,"wpd, Naturwind",errichtet beiderseits der A 20,1507299.3012,7085650.4855
4828,Windpark Kublank-Groß Miltzow,2013,,,Enercon E-101 (3×),Groß Miltzow,,53.5514,13.5403,,,1507299.3012,7085650.4855
4829,Windpark Kublank-Groß Miltzow,2014,,,,,,53.5514,13.5403,,,1507299.3012,7085650.4855
4830,Windpark Kublank-Groß Miltzow,2015,,,,,,53.5514,13.5403,,,1507299.3012,7085650.4855
4831,Windpark Kublank-Groß Miltzow,2016,,,,,,53.5514,13.5403,,,1507299.3012,7085650.4855
4832,Windpark Kuhlrade-Freudenberg,1994,27.625,15,Vestas V27-225kW (1×),Marlow,VR,54.2083,12.4897,"Notus energy, WIND-projekt, ATM Hartmann, e.n.o. energy, MDP & Wiemken",eine weitere Vestas V27-225kW wurde 2015? abgebaut,1390347.0442,7209704.9386
4833,Windpark Kuhlrade-Freudenberg,2001,,,Micon M1500-600 (1×),Ribnitz-Damgarten,,54.2083,12.4897,,,1390347.0442,7209704.9386
4834,Windpark Kuhlrade-Freudenberg,2003,,,Vestas V80-2.0MW (10×),,,54.2083,12.4897,,,1390347.0442,7209704.9386
4835,Windpark Kuhlrade-Freudenberg,2007,,,NEG Micon NM 64C/1500 (1×),,,54.2083,12.4897,,,1390347.0442,7209704.9386
4836,Windpark Kuhlrade-Freudenberg,2018,,,Enercon E-70 (1×),,,54.2083,12.4897,,,1390347.0442,7209704.9386
4837,Windpark Kuhlrade-Freudenberg,,,,Vestas V112-3.3MW (1×),,,54.2083,12.4897,,,1390347.0442,7209704.9386
4838,Windpark Kuhs-Sarmstorf,1998,26.75,14,Tacke TW 600e (5×),Kuhs,LRO,53.8672,12.2058,"MBBF, WEB Windenergie, wpd",Repowering geplant (3× Vestas V150-5.6MW statt 3× Vestas V90-2.0MW),1358743.4407,7145045.5737
4839,Windpark Kuhs-Sarmstorf,2004,,,Vestas V90-2.0MW (3×),Sarmstorf,,53.8672,12.2058,,,1358743.4407,7145045.5737
4840,Windpark Kuhs-Sarmstorf,2013,,,Enercon E-101 (5×),Mistorf,,53.8672,12.2058,,,1358743.4407,7145045.5737
4841,Windpark Kuhs-Sarmstorf,2014,,,Vestas V112-3.0MW (1×),,,53.8672,12.2058,,,1358743.4407,7145045.5737
4842,Windpark Kuhs-Sarmstorf,2016,,,,,,53.8672,12.2058,,,1358743.4407,7145045.5737
4843,Windpark Lübesse-Sülte-Uelitz,1998,41.3,22,Südwind S70 (2×),Sülte,LUP,53.4914,11.4372,"Energiequelle, EFI Wind, WP Lübesse-Uelitz, Naturwind",Abbau von 8 Enercon E-40/5.40 im Jahr 2015,1273183.2801,7074415.9724
4844,Windpark Lübesse-Sülte-Uelitz,1999,,,Südwind S77 (13×),Lübesse,,53.4914,11.4372,,,1273183.2801,7074415.9724
4845,Windpark Lübesse-Sülte-Uelitz,2005,,,Nordex N90/2500 (4×),Uelitz,,53.4914,11.4372,,,1273183.2801,7074415.9724
4846,Windpark Lübesse-Sülte-Uelitz,2020,,,Nordex N131/3300 (2×),,,53.4914,11.4372,,,1273183.2801,7074415.9724
4847,Windpark Lübesse-Sülte-Uelitz,2022,,,Enercon E-82 E2 (1×),,,53.4914,11.4372,,,1273183.2801,7074415.9724
4848,Windpark Lübow,1996,2,4,Enercon E-40/5.40 (4×),Lübow,NWM,53.8397,11.5239,"Rübsamen Windenergie, URS WP Lübow",,1282834.68,7139855.6567
4849,Windpark Lüssow,1995,4.5,9,Enercon E-40/5.40 (9×),Lüssow,VR,54.2864,13.0183,WP Lüssow,,1449190.527,7224584.7023
4850,Windpark Lutheran,2001,6.45,6,Enercon E-40/6.44 (5×),Lutheran,LUP,53.4667,11.9903,WP Gischow/Lutheran,Repowering 2017 (1× Vestas V126-3.45MW statt 2× NEG Micon NM 52/900),1334754.0905,7069795.7162
4851,Windpark Lutheran,2002,,,Vestas V126-3.45MW (1×),,,53.4667,11.9903,,,1334754.0905,7069795.7162
4852,Windpark Lutheran,2017,,,,,,53.4667,11.9903,,,1334754.0905,7069795.7162
4853,Windpark Medow-Postlow,1999,27.6,15,Tacke TW 1.5s (4×),Medow,VG,53.8261,13.5419,"WP Medow, Enertrag",,1507477.4124,7137290.2664
4854,Windpark Medow-Postlow,2002,,,Enercon E-66/18.70 (1×),Postlow,,53.8261,13.5419,,,1507477.4124,7137290.2664
4855,Windpark Medow-Postlow,2003,,,Nordex N90/2300 (1×),,,53.8261,13.5419,,,1507477.4124,7137290.2664
4856,Windpark Medow-Postlow,2006,,,GE Wind Energy 1.5sl (1×),,,53.8261,13.5419,,,1507477.4124,7137290.2664
4857,Windpark Medow-Postlow,,,,Vestas V90-2.0MW (8×),,,53.8261,13.5419,,,1507477.4124,7137290.2664
4858,Windpark Milow-Steesow,2019,47.6,12,eno energy eno 114 4.0 (4×),Milow,LUP,53.1744,11.5514,WP Medow,,1285895.9659,7015322.5792
4859,Windpark Milow-Steesow,2022,,,eno energy eno 126 4.0 (4×),Steesow,,53.1744,11.5514,,,1285895.9659,7015322.5792
4860,Windpark Milow-Steesow,,,,eno energy eno 126 4.8 (1×),,,53.1744,11.5514,,,1285895.9659,7015322.5792
4861,Windpark Milow-Steesow,,,,Vestas V126-3.6MW (3×),,,53.1744,11.5514,,,1285895.9659,7015322.5792
4862,Windpark Moltenow,1995,1,2,Vestas V39-500kW (2×),Jürgenshagen,LRO,53.8925,11.8342,MBBF,zwei weitere Vestas V39-500kW wurden mittlerweile abgebaut,1317377.1179,7149823.3116
4863,Windpark Müggenburg-Panschow,2001,42.3,25,NEG Micon NM 72C/1500 (16×),Neuenkirchen,VG,53.7833,13.6211,"e3, WP Müggenburg/Panschow",,1516293.916,7129222.2625
4864,Windpark Müggenburg-Panschow,2009,,,Vestas V90-2.0MW (8×),Sarnow,,53.7833,13.6211,,,1516293.916,7129222.2625
4865,Windpark Müggenburg-Panschow,2010,,,Enercon E-70 E4 (1×),Pelsin,,53.7833,13.6211,,,1516293.916,7129222.2625
4866,Windpark Müggenburg-Panschow,2011,,,,,,53.7833,13.6211,,,1516293.916,7129222.2625
4867,Windpark Müggenburg-Panschow,2012,,,,,,53.7833,13.6211,,,1516293.916,7129222.2625
4868,Windpark Nadrensee,2005,32.9,16,Vestas V90-2.0MW (13×),Nadrensee,VG,53.3219,14.3722,"Enertrag, Troiwerth WP Nadrensee",errichtet an der A 11,1599905.9856,7042764.0979
4869,Windpark Nadrensee,2006,,,Enercon E-82 E2 (3×),,,53.3219,14.3722,,,1599905.9856,7042764.0979
4870,Windpark Nadrensee,2015,,,,,,53.3219,14.3722,,,1599905.9856,7042764.0979
4871,Windpark Neetzow-Liepen,2013,42.7,14,Enercon E-101 (14×),Neetzow-Liepen,VG,53.8739,13.4353,"Wallenborn Projekt, Planungsgesellschaft Neetzow-Liepen",,1495610.7547,7146310.5431
4872,Windpark Neetzow-Liepen,2014,,,,,,53.8739,13.4353,,,1495610.7547,7146310.5431
4873,Windpark Neu Guthendorf,2001,19.8,6,Vestas V117-3.3MW (6×),Marlow,VR,54.1578,12.5078,"WIND-projekt, WP Neu Guthendorf",Repowering 2018 (6× Vestas V117-3.3MW statt 6× Vestas V80-2.0MW),1392361.9269,7200098.5505
4874,Windpark Neu Guthendorf,2018,,,,,,54.1578,12.5078,,,1392361.9269,7200098.5505
4875,Windpark Neu Kosenow,2011,60,30,Vestas V90-2.0MW (30×),Neu Kosenow,VG,53.7744,13.7564,"Saxovent, Notus energy",,1531355.4431,7127545.6039
4876,Windpark Neu Kosenow,2012,,,,Ducherow,,53.7744,13.7564,,,1531355.4431,7127545.6039
4877,Windpark Neu Kosenow,2013,,,,,,53.7744,13.7564,,,1531355.4431,7127545.6039
4878,Windpark Nielitz,2006,10,5,Vestas V90-2.0MW (5×),Düvier,VG,54.0228,13.1003,MBBF,,1458318.7252,7174475.5241
4879,Windpark Parchim-Ost,2009,85.4,28,Enercon E-48 (1×),Parchim,LUP,53.4178,11.8883,UKA Nord,,1323399.5024,7060656.6549
4880,Windpark Parchim-Ost,2014,,,Vestas V112-3.0MW (15×),,,53.4178,11.8883,,,1323399.5024,7060656.6549
4881,Windpark Parchim-Ost,2015,,,Vestas V112-3.3MW (9×),,,53.4178,11.8883,,,1323399.5024,7060656.6549
4882,Windpark Parchim-Ost,2016,,,Vestas V126-3.3MW (3×),,,53.4178,11.8883,,,1323399.5024,7060656.6549
4883,Windpark Penzlin,2010,4,5,Enercon E-53 (5×),Penzlin,MSE,53.4983,13.0567,,,1453465.1954,7075707.1321
4884,Windpark Petersdorf,2006,14,7,Vestas V90-2.0MW (4×),Petersdorf,MSE,53.4731,13.5369,"MBBF, Notus energy, Saxovent",,1506920.8149,7070992.6095
4885,Windpark Petersdorf,2007,,,Enercon E-82 (3×),,,53.4731,13.5369,,,1506920.8149,7070992.6095
4886,Windpark Petersdorf,2009,,,,,,53.4731,13.5369,,,1506920.8149,7070992.6095
4887,Windpark Plauerhagen,1995,66.4,22,eno energy eno 82 2.0 (8×),Plauerhagen,LUP,53.5,12.2253,"MVV Energie, DEW21","Repowering 2020 (2× eno energy eno 126 4.0 statt 3× Nordwind NW 40-500 und 4× Nordwind NW44-750, Altanlagen wurden bereits 2015 abgebaut)",1360914.1708,7076025.2762
4888,Windpark Plauerhagen,2000,,,eno energy eno 114 3.5 (12×),,,53.5,12.2253,,,1360914.1708,7076025.2762
4889,Windpark Plauerhagen,2010,,,eno energy eno 126 4.0 (2×),,,53.5,12.2253,,,1360914.1708,7076025.2762
4890,Windpark Plauerhagen,2016,,,,,,53.5,12.2253,,,1360914.1708,7076025.2762
4891,Windpark Plauerhagen,2017,,,,,,53.5,12.2253,,,1360914.1708,7076025.2762
4892,Windpark Plauerhagen,2020,,,,,,53.5,12.2253,,,1360914.1708,7076025.2762
4893,Windpark Poppelwitz,1993,2.9,9,Nordtank NTK 300/31 (8×),Altefähr,VR,54.34,13.1364,WIDEMAG,Repowering geplant,1462337.3589,7234813.0108
4894,Windpark Poppelwitz,1995,,,Nordtank NTK 500/37 (1×),,,54.34,13.1364,,,1462337.3589,7234813.0108
4895,Windpark Poppendorf,2006,11.8,4,Siemens SWT-2.3-82 (2×),Poppendorf,LRO,54.1258,12.3175,E.ON Climate & Renewables,errichtet auf dem Gelände des Yara Düngemittelwerkes Poppendorf,1371177.8278,7194017.3998
4896,Windpark Poppendorf,2007,,,Siemens SWT-3.6-107 (2×),,,54.1258,12.3175,,,1371177.8278,7194017.3998
4897,Windpark Pragsdorf,1997,2,4,Nordwind NW 40/500 (4×),Pragsdorf,MSE,53.5436,13.4222,,"Zweiflügler, mittlerweile abgebaut",1494152.4693,7084189.0986
4898,Windpark Questin,2010,25.4,7,Kenersys K82 2.0MW (1×),Grevesmühlen,NWM,53.8256,11.1381,"Kenersys, MBBF, WIND-project",Windtestfeld zum Testen der Prototypen des Herstellers Kenersys,1239887.6204,7137195.9664
4899,Windpark Questin,2013,,,Kenersys K100 2.5MW (1×),,,53.8256,11.1381,,Erweiterung in Bau (2× Nordex N149/5700) und geplant (1× Nordex N163/6800 und 1× GE Wind Energy 5.5-158),1239887.6204,7137195.9664
4900,Windpark Questin,2014,,,Kenersys K110 2.4MW (1×),,,53.8256,11.1381,,,1239887.6204,7137195.9664
4901,Windpark Questin,2022,,,Kenersys K120 2.3MW (1×),,,53.8256,11.1381,,,1239887.6204,7137195.9664
4902,Windpark Questin,,,,Nordex N133/4800 (1×),,,53.8256,11.1381,,,1239887.6204,7137195.9664
4903,Windpark Questin,,,,Nordex N149/5700 (2×),,,53.8256,11.1381,,,1239887.6204,7137195.9664
4904,Windpark Radegast,2003,31.4,8,GE Wind Energy 1.5sl (1×),Satow,LRO,53.9536,11.8597,MBBF,errichtet an der A 20,1320215.765,7161373.5823
4905,Windpark Radegast,2006,,,Enercon E-70 E4 (1×),,,53.9536,11.8597,,Repowering im Gange (3× Nordex N149/5700 und 1× Nordex N117/3600 statt 3× GE Wind Energy 1.5sl),1320215.765,7161373.5823
4906,Windpark Radegast,2017,,,Vestas V117-3.45MW (2×),,,53.9536,11.8597,,,1320215.765,7161373.5823
4907,Windpark Radegast,2022-2023,,,Nordex N117/3600 (1×),,,53.9536,11.8597,,,1320215.765,7161373.5823
4908,Windpark Radegast,,,,Nordex N149/5700 (3×),,,53.9536,11.8597,,,1320215.765,7161373.5823
4909,Windpark Rakow-Vietlipp,2000,46.7,35,DeWind D4 48/600 (21×),Grimmen,VR,54.0594,13.0567,"Plambeck Neue Energien, Trebelwind",,1453465.1954,7181413.9789
4910,Windpark Rakow-Vietlipp,2012,,,Enercon E-82 E2 (13×),Süderholz,,54.0594,13.0567,,,1453465.1954,7181413.9789
4911,Windpark Rakow-Vietlipp,2014,,,Enercon E-115 EP3 E3 (1×),,,54.0594,13.0567,,,1453465.1954,7181413.9789
4912,Windpark Rakow-Vietlipp,2021,,,,,,54.0594,13.0567,,,1453465.1954,7181413.9789
4913,Windpark Ramitzow,1996,1.5,3,Enercon E-40/5.40 (3×),Klein Bünzow,VG,53.9072,13.6564,,,1520223.4941,7152600.6381
4914,Windpark Reez,1996,1.5,3,Enercon E-40/5.40 (3×),Dummerstorf,LRO,53.9925,12.1706,WP Reez,,1354824.9946,7168736.0117
4915,Windpark Reinkenhagen-Miltzow,2001,24.45,11,Vestas V80-2.0MW (1×),Sundhagen,VR,54.1872,13.1667,"WP Mannhagen, WP Miltzow","errichtet beiderseits der B 96,",1465710.3394,7205689.7533
4916,Windpark Reinkenhagen-Miltzow,2003,,,Vestas V90-2.0MW (8×),,,54.1872,13.1667,,Repowering 2013 (5× Vestas V90-2.0MW statt 5× Vestas V80-2.0MW),1465710.3394,7205689.7533
4917,Windpark Reinkenhagen-Miltzow,2013,,,Vestas V112-3.0MW (1×),,,54.1872,13.1667,,Repowering 2016 (1× Vestas V112-3.0MW statt 1× Vestas V80-2.0MW),1465710.3394,7205689.7533
4918,Windpark Reinkenhagen-Miltzow,2014,,,Vestas V112-3.45MW (1×),,,54.1872,13.1667,,Repowering 2020 (1× Vestas V112-3.45MW statt 1× Vestas V80-2.0MW),1465710.3394,7205689.7533
4919,Windpark Reinkenhagen-Miltzow,2016,,,,,,54.1872,13.1667,,,1465710.3394,7205689.7533
4920,Windpark Reinkenhagen-Miltzow,2020,,,,,,54.1872,13.1667,,,1465710.3394,7205689.7533
4921,Windpark Richtenberg,1996,1.5,3,Enercon E-40/5.40 (3×),Richtenberg,VR,54.2058,12.8736,,,1433082.5967,7209229.0986
4922,Windpark Rieps,2022-2023,27,6,Nordex N149/4500 (6×),Rieps,NWM,53.7711,10.8464,Naturwind,in Bau,1207415.7249,7126924.0118
4923,Windpark Rollwitz,1999,19.9,13,Nordex N60/1300 (10×),Rollwitz,VG,53.4514,13.9547,"MBBF, WPD",errichtet an der A 20,1553430.0982,7066935.1244
4924,Windpark Rollwitz,2010,,,Enercon E-82 E2 (3×),,,53.4514,13.9547,,,1553430.0982,7066935.1244
4925,Windpark Rollwitz,2011,,,,,,53.4514,13.9547,,,1553430.0982,7066935.1244
4926,Windpark Rollwitz,2012,,,,,,53.4514,13.9547,,,1553430.0982,7066935.1244
4927,Windpark Rukieten-Mistorf,2004,31.5,11,Enercon E-58 (1×),Mistorf,LRO,53.9006,12.1353,"wpd, EBETHO",,1350895.4166,7151353.5543
4928,Windpark Rukieten-Mistorf,2013,,,Enercon E-101 (10×),Rukieten,,53.9006,12.1353,,,1350895.4166,7151353.5543
4929,Windpark Rukieten-Mistorf,2014,,,,,,53.9006,12.1353,,,1350895.4166,7151353.5543
4930,Windpark Rüting,2003,7.85,5,Vestas V52-850kW (2×),Rüting,NWM,53.7906,11.2369,"GL Industrial Services, Plan 8",,1250885.9861,7130597.7649
4931,Windpark Rüting,2012,,,eno energy eno 82 2.0 (3×),,,53.7906,11.2369,,,1250885.9861,7130597.7649
4932,Windpark Saal,1993,0.5,1,Vestas V39-500kW (1×),Saal,VR,54.3239,12.4886,,weitere 8 Anlagen wurden 2014? abgebaut,1390224.5927,7231739.3016
4933,Windpark Sagard,1991,1,4,Micon M530-250 (4×),Sagard,VR,54.5125,13.5547,,mittlerweile abgebaut,1508902.3019,7267821.4078
4934,Windpark Santow,2020,25,4,Nordex N149/5700 (2×),Grevesmühlen,NWM,53.8897,11.1714,WIND-projekt,,1243594.5594,7149294.4078
